name,slug, deaths/100,000 live births,date_of_information,ranking,region
"Jordan","jordan","41","2020",103,"Middle East"
"Mongolia","mongolia","39","2020",104,"East and Southeast Asia"
"Cuba","cuba","39","2020",105,"Central America and the Caribbean"
"Barbados","barbados","39","2020",106,"Central America and the Caribbean"
"Fiji","fiji","38","2020",107,"Australia and Oceania"
"Tunisia","tunisia","37","2020",108,"Africa"
"Puerto Rico","puerto-rico","34","2020",109,"Central America and the Caribbean"
"Uzbekistan","uzbekistan","30","2020",110,"Central Asia"
"Syria","syria","30","2020",111,"Middle East"
"Sri Lanka","sri-lanka","29","2020",112,"South Asia"
"Thailand","thailand","29","2020",113,"East and Southeast Asia"
"Georgia","georgia","28","2020",114,"Middle East"
"Trinidad and Tobago","trinidad-and-tobago","27","2020",115,"Central America and the Caribbean"
"Armenia","armenia","27","2020",116,"Middle East"
"China","china","23","2020",117,"East and Southeast Asia"
"Costa Rica","costa-rica","22","2020",118,"Central America and the Caribbean"
"Iran","iran","22","2020",119,"Middle East"
"Antigua and Barbuda","antigua-and-barbuda","21","2020",120,"Central America and the Caribbean"
"Grenada","grenada","21","2020",121,"Central America and the Caribbean"
"United States","united-states","21","2020",122,"North America"
"Lebanon","lebanon","21","2020",123,"Middle East"
"Malaysia","malaysia","21","2020",124,"East and Southeast Asia"
"West Bank","west-bank","20","2020",125,"Middle East"
"Gaza Strip","gaza-strip","20","2020",126,"Middle East"
"Uruguay","uruguay","19","2020",127,"South America"
"Latvia","latvia","18","2020",128,"Europe"
"Egypt","egypt","17","2020",129,"Africa"
"Turkey (Turkiye)","turkey-turkiye","17","2020",130,"Middle East"
"Tajikistan","tajikistan","17","2020",131,"Central Asia"
"Oman","oman","17","2020",132,"Middle East"
"Ukraine","ukraine","17","2020",133,"Europe"
"Saudi Arabia","saudi-arabia","16","2020",134,"Middle East"
"Bahrain","bahrain","16","2020",135,"Middle East"
"Chile","chile","15","2020",136,"South America"
"Hungary","hungary","15","2020",137,"Europe"
"Russia","russia","14","2020",138,"Central Asia"
"Kazakhstan","kazakhstan","13","2020",139,"Central Asia"
"Moldova","moldova","12","2020",140,"Europe"
"Portugal","portugal","12","2020",141,"Europe"
"Canada","canada","11","2020",142,"North America"
"Serbia","serbia","10","2020",143,"Europe"
"Romania","romania","10","2020",144,"Europe"
"United Kingdom","united-kingdom","10","2020",145,"Europe"
"Lithuania","lithuania","9","2020",146,"Europe"
"United Arab Emirates","united-arab-emirates","9","2020",147,"Middle East"
"Qatar","qatar","8","2020",148,"Middle East"
"Greece","greece","8","2020",149,"Europe"
"France","france","8","2020",150,"Europe"
"Albania","albania","8","2020",151,"Europe"
"Finland","finland","8","2020",152,"Europe"
"Korea, South","korea-south","8","2020",153,"East and Southeast Asia"
"Switzerland","switzerland","7","2020",154,"Europe"
"Kuwait","kuwait","7","2020",155,"Middle East"
"New Zealand","new-zealand","7","2020",156,"Australia and Oceania"
"Singapore","singapore","7","2020",157,"East and Southeast Asia"
"Bulgaria","bulgaria","7","2020",158,"Europe"
"Luxembourg","luxembourg","6","2020",159,"Europe"
"Bosnia and Herzegovina","bosnia-and-herzegovina","6","2020",160,"Europe"
"Montenegro","montenegro","6","2020",161,"Europe"
"Turkmenistan","turkmenistan","5","2020",162,"Central Asia"
"Ireland","ireland","5","2020",163,"Europe"
"Estonia","estonia","5","2020",164,"Europe"
"Italy","italy","5","2020",165,"Europe"
"Belgium","belgium","5","2020",166,"Europe"
"Denmark","denmark","5","2020",167,"Europe"
"Austria","austria","5","2020",168,"Europe"
"Croatia","croatia","5","2020",169,"Europe"
"Sweden","sweden","5","2020",170,"Europe"
"Slovakia","slovakia","5","2020",171,"Europe"
"Slovenia","slovenia","5","2020",172,"Europe"
"Japan","japan","4","2020",173,"East and Southeast Asia"
"Netherlands","netherlands","4","2020",174,"Europe"
"Germany","germany","4","2020",175,"Europe"
"Australia","australia","3","2020",176,"Australia and Oceania"
"Spain","spain","3","2020",177,"Europe"
"Israel","israel","3","2020",178,"Middle East"
"North Macedonia","north-macedonia","3","2020",179,"Europe"
"Iceland","iceland","3","2020",180,"Europe"
"Malta","malta","3","2020",181,"Europe"
"Czechia","czechia","3","2020",182,"Europe"
"Seychelles","seychelles","3","2020",183,"Africa"
"Poland","poland","2","2020",184,"Europe"
"Norway","norway","2","2020",185,"Europe"
"Belarus","belarus","1","2020",186,"Europe"
