name,slug, migrant(s)/1,000 population,date_of_information,ranking,region
"Kosovo","kosovo","-0.7","2023",133,"Europe"
"Mauritania","mauritania","-0.7","2023",134,"Africa"
"Senegal","senegal","-0.7","2023",135,"Africa"
"Mexico","mexico","-0.8","2023",136,"North America"
"Mongolia","mongolia","-0.8","2023",137,"East and Southeast Asia"
"Saint Lucia","saint-lucia","-0.8","2023",138,"Central America and the Caribbean"
"Liberia","liberia","-0.8","2023",139,"Africa"
"Uruguay","uruguay","-0.9","2023",140,"South America"
"Lebanon","lebanon","-0.9","2023",141,"Middle East"
"Uzbekistan","uzbekistan","-0.9","2023",142,"Central Asia"
"Peru","peru","-0.9","2023",143,"South America"
"Bolivia","bolivia","-1","2023",144,"South America"
"Iraq","iraq","-1","2023",145,"Middle East"
"Bahrain","bahrain","-1","2023",146,"Middle East"
"Trinidad and Tobago","trinidad-and-tobago","-1","2023",147,"Central America and the Caribbean"
"Pakistan","pakistan","-1","2023",148,"South Asia"
"Ecuador","ecuador","-1","2023",149,"South America"
"Laos","laos","-1.1","2023",150,"East and Southeast Asia"
"Curacao","curacao","-1.3","2023",151,"Central America and the Caribbean"
"Vanuatu","vanuatu","-1.3","2023",152,"Australia and Oceania"
"Saint Barthelemy","saint-barthelemy","-1.3","2023",153,"Central America and the Caribbean"
"Tunisia","tunisia","-1.3","2023",154,"Africa"
"Burma","burma","-1.4","2023",155,"East and Southeast Asia"
"Somalia","somalia","-1.4","2023",156,"Africa"
"Turkey (Turkiye)","turkey-turkiye","-1.5","2023",157,"Middle East"
"Sri Lanka","sri-lanka","-1.5","2023",158,"South Asia"
"Solomon Islands","solomon-islands","-1.5","2023",159,"Australia and Oceania"
"Honduras","honduras","-1.5","2023",160,"Central America and the Caribbean"
"Mozambique","mozambique","-1.5","2023",161,"Africa"
"Sudan","sudan","-1.6","2023",162,"Africa"
"Haiti","haiti","-1.6","2023",163,"Central America and the Caribbean"
"Guatemala","guatemala","-1.6","2023",164,"Central America and the Caribbean"
"Turkmenistan","turkmenistan","-1.7","2023",165,"Central Asia"
"Morocco","morocco","-1.7","2023",166,"Africa"
"Togo","togo","-1.8","2023",167,"Africa"
"Nicaragua","nicaragua","-1.8","2023",168,"Central America and the Caribbean"
"Colombia","colombia","-1.9","2023",169,"South America"
"Tajikistan","tajikistan","-2","2023",170,"Central Asia"
"Libya","libya","-2.1","2023",171,"Africa"
"Comoros","comoros","-2.2","2023",172,"Africa"
"Grenada","grenada","-2.3","2023",173,"Central America and the Caribbean"
"Cuba","cuba","-2.5","2023",174,"Central America and the Caribbean"
"Cambodia","cambodia","-2.7","2023",175,"East and Southeast Asia"
"Estonia","estonia","-2.7","2023",176,"Europe"
"Dominican Republic","dominican-republic","-2.7","2023",177,"Central America and the Caribbean"
"Kiribati","kiribati","-2.8","2023",178,"Australia and Oceania"
"Zimbabwe","zimbabwe","-2.9","2023",179,"Africa"
"Bangladesh","bangladesh","-2.9","2023",180,"South Asia"
"Mali","mali","-3","2023",181,"Africa"
"Central African Republic","central-african-republic","-3.2","2023",182,"Africa"
"Albania","albania","-3.2","2023",183,"Europe"
"Rwanda","rwanda","-3.2","2023",184,"Africa"
"Gibraltar","gibraltar","-3.2","2023",185,"Europe"
"Uganda","uganda","-3.2","2023",186,"Africa"
"United Arab Emirates","united-arab-emirates","-3.4","2023",187,"Middle East"
"Guinea-Bissau","guinea-bissau","-3.5","2023",188,"Africa"
"Timor-Leste","timor-leste","-3.8","2023",189,"East and Southeast Asia"
"Gaza Strip","gaza-strip","-3.8","2023",190,"Middle East"
"Wallis and Futuna","wallis-and-futuna","-3.8","2023",191,"Australia and Oceania"
"Tokelau","tokelau","-3.84","2021",192,"Australia and Oceania"
"West Bank","west-bank","-3.9","2023",193,"Middle East"
"Romania","romania","-3.9","2023",194,"Europe"
"Kuwait","kuwait","-4.1","2023",195,"Middle East"
"Nepal","nepal","-4.3","2023",196,"South Asia"
"Georgia","georgia","-4.3","2023",197,"Middle East"
"Lithuania","lithuania","-4.3","2023",198,"Europe"
"Marshall Islands","marshall-islands","-4.3","2023",199,"Australia and Oceania"
"Lesotho","lesotho","-4.5","2023",200,"Africa"
"Kyrgyzstan","kyrgyzstan","-4.8","2023",201,"Central Asia"
"Montenegro","montenegro","-5","2023",202,"Europe"
"Greenland","greenland","-5","2023",203,"North America"
"Latvia","latvia","-5.1","2023",204,"Europe"
"Dominica","dominica","-5.3","2023",205,"Central America and the Caribbean"
"Armenia","armenia","-5.3","2023",206,"Middle East"
"Svalbard","svalbard","-5.57","2021",207,"Europe"
"Fiji","fiji","-5.7","2023",208,"Australia and Oceania"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","-6.1","2023",209,"Central America and the Caribbean"
"Poland","poland","-6.1","2023",210,"Europe"
"Eswatini","eswatini","-6.1","2023",211,"Africa"
"Saint Martin","saint-martin","-6.2","2023",212,"Central America and the Caribbean"
"Tuvalu","tuvalu","-6.4","2023",213,"Australia and Oceania"
"Sao Tome and Principe","sao-tome-and-principe","-6.8","2023",214,"Africa"
"Guyana","guyana","-7","2023",215,"South America"
"El Salvador","el-salvador","-7","2023",216,"Central America and the Caribbean"
"Saint Pierre and Miquelon","saint-pierre-and-miquelon","-7.1","2023",217,"North America"
"Samoa","samoa","-7.2","2023",218,"Australia and Oceania"
