name,slug, deaths/1,000 population,date_of_information,ranking,region
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","7.7","2023",100,"Africa"
"Haiti","haiti","7.7","2023",101,"Central America and the Caribbean"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","7.6","2023",102,"Central America and the Caribbean"
"Cameroon","cameroon","7.5","2023",103,"Africa"
"Cote d'Ivoire","cote-divoire","7.5","2023",104,"Africa"
"Burkina Faso","burkina-faso","7.5","2023",105,"Africa"
"Jamaica","jamaica","7.4","2023",106,"Central America and the Caribbean"
"Burma","burma","7.4","2023",107,"East and Southeast Asia"
"Albania","albania","7.4","2023",108,"Europe"
"Sri Lanka","sri-lanka","7.4","2023",109,"South Asia"
"Argentina","argentina","7.3","2023",110,"South America"
"Guinea-Bissau","guinea-bissau","7.3","2023",111,"Africa"
"Dominican Republic","dominican-republic","7.3","2023",112,"Central America and the Caribbean"
"Korea, South","korea-south","7.3","2023",113,"East and Southeast Asia"
"Saint Kitts and Nevis","saint-kitts-and-nevis","7.3","2023",114,"Central America and the Caribbean"
"Mauritania","mauritania","7.3","2023",115,"Africa"
"Luxembourg","luxembourg","7.2","2023",116,"Europe"
"South Africa","south-africa","7.2","2023",117,"Africa"
"Mexico","mexico","7.1","2023",118,"North America"
"Djibouti","djibouti","7.1","2023",119,"Africa"
"Ecuador","ecuador","7.1","2023",120,"South America"
"Ireland","ireland","7.1","2023",121,"Europe"
"Guyana","guyana","7","2023",122,"South America"
"Cyprus","cyprus","7","2023",123,"Europe"
"Brazil","brazil","6.9","2023",124,"South America"
"Kiribati","kiribati","6.9","2023",125,"Australia and Oceania"
"Seychelles","seychelles","6.9","2023",126,"Africa"
"New Zealand","new-zealand","6.9","2023",127,"Australia and Oceania"
"Australia","australia","6.8","2023",128,"Australia and Oceania"
"Azerbaijan","azerbaijan","6.8","2023",129,"Middle East"
"Indonesia","indonesia","6.8","2023",130,"East and Southeast Asia"
"Zimbabwe","zimbabwe","6.7","2023",131,"Africa"
"Morocco","morocco","6.6","2023",132,"Africa"
"Iceland","iceland","6.6","2023",133,"Europe"
"Suriname","suriname","6.6","2023",134,"South America"
"Venezuela","venezuela","6.6","2023",135,"South America"
"Eritrea","eritrea","6.6","2023",136,"Africa"
"Chile","chile","6.6","2023",137,"South America"
"Comoros","comoros","6.5","2023",138,"Africa"
"Bolivia","bolivia","6.5","2023",139,"South America"
"Fiji","fiji","6.4","2023",140,"Australia and Oceania"
"Nauru","nauru","6.4","2023",141,"Australia and Oceania"
"Tunisia","tunisia","6.4","2023",142,"Africa"
"Philippines","philippines","6.3","2023",143,"East and Southeast Asia"
"Mongolia","mongolia","6.3","2023",144,"East and Southeast Asia"
"Laos","laos","6.3","2023",145,"East and Southeast Asia"
"Sudan","sudan","6.2","2023",146,"Africa"
"Sint Maarten","sint-maarten","6.2","2023",147,"Central America and the Caribbean"
"American Samoa","american-samoa","6.2","2023",148,"Australia and Oceania"
"Bhutan","bhutan","6.1","2023",149,"South Asia"
"Kyrgyzstan","kyrgyzstan","6.1","2023",150,"Central Asia"
"Cayman Islands","cayman-islands","6.1","2023",151,"Central America and the Caribbean"
"Guam","guam","6.1","2023",152,"Australia and Oceania"
"Sao Tome and Principe","sao-tome-and-principe","6.1","2023",153,"Africa"
"Montserrat","montserrat","6.1","2023",154,"Central America and the Caribbean"
"Turkey (Turkiye)","turkey-turkiye","6.1","2023",155,"Middle East"
"Ethiopia","ethiopia","6","2023",156,"Africa"
"Turkmenistan","turkmenistan","6","2023",157,"Central Asia"
"Zambia","zambia","6","2023",158,"Africa"
"Ghana","ghana","6","2023",159,"Africa"
"Madagascar","madagascar","5.9","2023",160,"Africa"
"Wallis and Futuna","wallis-and-futuna","5.9","2023",161,"Australia and Oceania"
"Panama","panama","5.9","2023",162,"Central America and the Caribbean"
"Pakistan","pakistan","5.9","2023",163,"South Asia"
"El Salvador","el-salvador","5.9","2023",164,"Central America and the Caribbean"
"Honduras","honduras","5.9","2023",165,"Central America and the Caribbean"
"Burundi","burundi","5.9","2023",166,"Africa"
"New Caledonia","new-caledonia","5.9","2023",167,"Australia and Oceania"
"Cabo Verde","cabo-verde","5.8","2023",168,"Africa"
"Rwanda","rwanda","5.8","2023",169,"Africa"
"Vietnam","vietnam","5.8","2023",170,"East and Southeast Asia"
"Bahamas, The","bahamas-the","5.7","2023",171,"Central America and the Caribbean"
"Antigua and Barbuda","antigua-and-barbuda","5.7","2023",172,"Central America and the Caribbean"
"Malaysia","malaysia","5.7","2023",173,"East and Southeast Asia"
"French Polynesia","french-polynesia","5.7","2023",174,"Australia and Oceania"
"Gambia, The","gambia-the","5.7","2023",175,"Africa"
"Cambodia","cambodia","5.7","2023",176,"East and Southeast Asia"
"Israel","israel","5.6","2023",177,"Middle East"
"Timor-Leste","timor-leste","5.6","2023",178,"East and Southeast Asia"
"Lebanon","lebanon","5.6","2023",179,"Middle East"
"Gabon","gabon","5.6","2023",180,"Africa"
"Northern Mariana Islands","northern-mariana-islands","5.6","2023",181,"Australia and Oceania"
"Nepal","nepal","5.6","2023",182,"South Asia"
"Bangladesh","bangladesh","5.5","2023",183,"South Asia"
"Yemen","yemen","5.5","2023",184,"Middle East"
"Papua New Guinea","papua-new-guinea","5.5","2023",185,"East and Southeast Asia"
"Costa Rica","costa-rica","5.5","2023",186,"Central America and the Caribbean"
"Samoa","samoa","5.4","2023",187,"Australia and Oceania"
"British Virgin Islands","british-virgin-islands","5.4","2023",188,"Central America and the Caribbean"
"Uzbekistan","uzbekistan","5.2","2023",189,"Central Asia"
"Belize","belize","5.2","2023",190,"Central America and the Caribbean"
