name,slug, births/1,000 population,date_of_information,ranking,region
"Trinidad and Tobago","trinidad-and-tobago","10.6","2023",176,"Central America and the Caribbean"
"Isle of Man","isle-of-man","10.5","2023",177,"Europe"
"Netherlands","netherlands","10.5","2023",178,"Europe"
"Norway","norway","10.4","2023",179,"Europe"
"Cyprus","cyprus","10.4","2023",180,"Europe"
"Liechtenstein","liechtenstein","10.3","2023",181,"Europe"
"North Macedonia","north-macedonia","10.3","2023",182,"Europe"
"Slovakia","slovakia","10.3","2023",183,"Europe"
"Finland","finland","10.3","2023",184,"Europe"
"Switzerland","switzerland","10.2","2023",185,"Europe"
"Canada","canada","10.1","2023",186,"North America"
"Czechia","czechia","10","2023",187,"Europe"
"Cuba","cuba","10","2023",188,"Central America and the Caribbean"
"Thailand","thailand","10","2023",189,"East and Southeast Asia"
"Mauritius","mauritius","9.8","2023",190,"Africa"
"Guernsey","guernsey","9.7","2023",191,"Europe"
"China","china","9.7","2023",192,"East and Southeast Asia"
"Malta","malta","9.6","2023",193,"Europe"
"Austria","austria","9.4","2023",194,"Europe"
"Qatar","qatar","9.3","2023",195,"Middle East"
"Saint Barthelemy","saint-barthelemy","9.3","2023",196,"Central America and the Caribbean"
"Saint Helena, Ascension, and Tristan da Cunha","saint-helena-ascension-and-tristan-da-cunha","9.3","2023",197,"Africa"
"Hungary","hungary","9.2","2023",198,"Europe"
"Lithuania","lithuania","9.1","2023",199,"Europe"
"Germany","germany","9","2023",200,"Europe"
"Serbia","serbia","8.9","2023",201,"Europe"
"San Marino","san-marino","8.9","2023",202,"Europe"
"Singapore","singapore","8.9","2023",203,"East and Southeast Asia"
"Macau","macau","8.8","2023",204,"East and Southeast Asia"
"Poland","poland","8.7","2023",205,"Europe"
"Belarus","belarus","8.6","2023",206,"Europe"
"Croatia","croatia","8.6","2023",207,"Europe"
"Moldova","moldova","8.6","2023",208,"Europe"
"Romania","romania","8.6","2023",209,"Europe"
"Estonia","estonia","8.5","2023",210,"Europe"
"Russia","russia","8.5","2023",211,"Central Asia"
"Latvia","latvia","8.5","2023",212,"Europe"
"Bosnia and Herzegovina","bosnia-and-herzegovina","8.3","2023",213,"Europe"
"Slovenia","slovenia","8.1","2023",214,"Europe"
"Portugal","portugal","8","2023",215,"Europe"
"Bulgaria","bulgaria","8","2023",216,"Europe"
"Hong Kong","hong-kong","7.9","2023",217,"East and Southeast Asia"
"Puerto Rico","puerto-rico","7.8","2023",218,"Central America and the Caribbean"
"Greece","greece","7.5","2023",219,"Europe"
"Taiwan","taiwan","7.3","2023",220,"East and Southeast Asia"
"Spain","spain","7.1","2023",221,"Europe"
"Italy","italy","7","2023",222,"Europe"
"Korea, South","korea-south","7","2023",223,"East and Southeast Asia"
"Andorra","andorra","6.9","2023",224,"Europe"
"Japan","japan","6.9","2023",225,"East and Southeast Asia"
"Monaco","monaco","6.6","2023",226,"Europe"
"Saint Pierre and Miquelon","saint-pierre-and-miquelon","6.5","2023",227,"North America"
"Ukraine","ukraine","5.8","2023",228,"Europe"
